發生地點,發生時間點,行政區,車種,受傷人數,緯度,經度
臺北市大安區青田街 / 臺北市大安區青田街,2020/12/2 上午 04:53:00,大安區,普通重型-機車;自用-小貨車(含客、貨兩用),1,25.02808,121.531969
臺北市大安區青田街 / 臺北市大安區青田街,2020/12/1 下午 05:19:00,大安區,普通重型-機車;普通重型-機車,2,25.02808,121.531969
臺北市大安區青田街 / 臺北市大安區青田街,2020/7/24 上午 07:02:00,大安區,普通重型-機車;普通重型-機車,2,25.028563,121.531958
臺北市大安區青田街 / 臺北市大安區青田街,2020/3/7 下午 12:12:00,大安區,普通重型-機車;普通重型-機車,2,25.028565,121.531961
臺北市大安區青田街6巷7號前0.0公尺,2020/10/28 下午 12:05:00,大安區,自用-小客車;普通輕型-機車,1,25.028148,121.531382
臺北市大安區人行道,2020/2/22 下午 12:28:00,大安區,普通重型-機車;腳踏自行車-慢車,2,25.033948,121.527132
臺北市大安區仁愛路3段 / 臺北市大安區復興南路1段,2020/9/22 上午 06:59:00,大安區,普通重型-機車;行人-人,2,25.037673,121.543572
臺北市大安區仁愛路3段 / 臺北市大安區復興南路1段,2020/8/30 下午 11:08:00,大安區,自用-小客車;普通重型-機車,1,25.037785,121.543581
臺北市大安區仁愛路3段 / 臺北市大安區復興南路1段,2020/5/19 上午 08:25:00,大安區,自用-小客車;行人-人,1,25.037785,121.543786
臺北市大安區仁愛路3段 / 臺北市大安區復興南路1段,2020/6/19 上午 06:54:00,大安區,腳踏自行車-慢車;計程車-小客車,1,25.037788,121.543543
臺北市大安區仁愛路3段 / 臺北市大安區復興南路1段,2020/3/21 下午 03:23:00,大安區,普通重型-機車;普通重型-機車,2,25.038029,121.543659
臺北市大安區仁愛路3段 / 臺北市大安區復興南路1段,2020/1/11 下午 11:58:00,大安區,計程車-小客車;普通重型-機車;普通重型-機車,1,25.038141,121.54381
臺北市大安區仁愛路3段 / 臺北市大安區復興南路1段,2020/11/12 下午 06:00:00,大安區,普通重型-機車,1,25.038389,121.543602
臺北市大安區仁愛路3段 / 臺北市大安區濟南路3段,2020/6/8 下午 02:45:00,大安區,普通重型-機車;普通重型-機車;自用-小客車,1,25.040123,121.535903
臺北市大安區仁愛路3段 / 臺北市大安區建國南路1段,2020/1/13 上午 06:50:00,大安區,自用-小客車;普通重型-機車;普通重型-機車,2,25.033339,121.537674
臺北市大安區仁愛路3段 / 臺北市大安區建國南路1段,2020/5/17 下午 06:34:00,大安區,普通重型-機車;普通重型-機車,1,25.037593,121.538132
臺北市大安區仁愛路3段 / 臺北市大安區建國南路1段,2020/8/22 下午 06:05:00,大安區,自用-小客車;行人-人,1,25.037946,121.537693
臺北市大安區仁愛路3段 / 臺北市大安區建國南路1段,2020/2/9 下午 07:08:00,大安區,自用-小客車;普通重型-機車;乘客-人,2,25.037985,121.537673
臺北市大安區仁愛路3段 / 臺北市大安區建國南路1段,2020/12/21 下午 04:25:00,大安區,自用-小客車;民營公車-大客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人,6,25.038,121.538273
臺北市大安區仁愛路3段 / 臺北市大安區建國南路1段,2020/10/31 下午 11:26:00,大安區,自用-小客車;普通重型-機車;乘客-人,2,25.038022,121.537647
臺北市大安區仁愛路3段 / 臺北市大安區建國南路1段,2020/7/31 下午 11:29:00,大安區,租賃車-小客車;普通重型-機車,1,25.038094,121.537655
臺北市大安區仁愛路3段 / 臺北市大安區建國南路1段,2020/7/23 上午 07:13:00,大安區,自用-小客車;普通重型-機車;自用-小客車,1,25.038146,121.53852
臺北市大安區仁愛路3段 / 臺北市大安區建國南路1段,2020/12/28 下午 02:53:00,大安區,租賃車-小客車;普通重型-機車;自用-小客車,1,25.038214,121.538469
臺北市大安區仁愛路3段 / 臺北市大安區建國南路1段,2020/3/23 下午 10:20:00,大安區,普通重型-機車;普通重型-機車,2,25.038237,121.537677
臺北市大安區仁愛路3段 / 臺北市大安區建國南路1段,2020/8/12 上午 10:08:00,大安區,自用-小客車;電動輔助自行車-慢車;乘客-人,2,25.038265,121.538092
臺北市大安區仁愛路3段 / 臺北市大安區建國南路1段,2020/11/23 下午 07:15:00,大安區,自用-小貨車(含客、貨兩用);行人-人,1,25.038279,121.538112
臺北市大安區仁愛路3段 / 臺北市大安區建國南路1段,2020/2/20 下午 08:36:00,大安區,自用-小客車;普通輕型-機車;乘客-人,2,25.03842,121.538894
臺北市大安區仁愛路3段 / 臺北市大安區建國南路1段,2020/12/25 下午 09:53:00,大安區,自用-小客車;普通重型-機車,1,25.03842,121.538894
臺北市大安區仁愛路3段 / 臺北市大安區仁愛路3段,2020/1/30 下午 07:37:00,大安區,租賃車-小客車;普通重型-機車;乘客-人,2,25.037632,121.539974
臺北市大安區仁愛路3段 / 臺北市大安區仁愛路3段,2020/9/18 下午 09:16:00,大安區,普通重型-機車;普通重型-機車,1,25.037649,121.54004
臺北市大安區仁愛路3段 / 臺北市大安區仁愛路3段,2020/1/13 下午 06:30:00,大安區,租賃車-小客車;行人-人,1,25.037664,121.53997
臺北市大安區仁愛路3段 / 臺北市大安區仁愛路3段,2020/8/23 上午 05:54:00,大安區,普通重型-機車;普通重型-機車,1,25.037672,121.539801
臺北市大安區仁愛路3段 / 臺北市大安區仁愛路3段,2020/8/18 下午 05:45:00,大安區,自用-小客車;普通重型-機車,1,25.037709,121.535643
臺北市大安區仁愛路3段 / 臺北市大安區仁愛路3段,2020/6/27 下午 08:25:00,大安區,計程車-小客車;普通重型-機車,1,25.037824,121.534316
臺北市大安區仁愛路3段 / 臺北市大安區仁愛路3段,2020/8/27 下午 01:09:00,大安區,自用-小客車;普通重型-機車,1,25.038359,121.533433
臺北市大安區仁愛路3段 / 臺北市大安區仁愛路3段,2020/4/19 下午 08:55:00,大安區,自用-小客車;行人-人,1,25.038499,121.534834
臺北市大安區仁愛路3段 / 臺北市大安區仁愛路3段,2020/4/24 上午 07:00:00,大安區,普通重型-機車;自用-小客車,1,25.039434,121.541996
臺北市大安區仁愛路3段 / 臺北市大安區仁愛路3段,2020/10/16 上午 08:10:00,大安區,普通重型-機車;普通重型-機車;乘客-人,3,25.039434,121.541996
臺北市大安區仁愛路3段 / 臺北市大安區仁愛路3段,2020/1/19 下午 04:38:00,大安區,普通重型-機車;自用-小客車,1,25.039047,121.54199
臺北市大安區仁愛路3段 / 臺北市大安區仁愛路3段口,2020/10/30 上午 08:40:00,大安區,普通重型-機車;自用-小客車;自用-小客車,1,25.038337,121.53341
臺北市大安區仁愛路3段 / 臺北市大安區無名巷,2020/2/27 上午 09:20:00,大安區,自用-小客車;普通重型-機車,1,25.037611,121.540849
臺北市大安區仁愛路3段 / 臺北市大安區新生南路1段,2020/6/24 上午 08:59:00,大安區,普通重型-機車;自用-小客車,1,25.034553,121.535935
臺北市大安區仁愛路3段 / 臺北市大安區新生南路1段,2020/3/14 下午 10:50:00,大安區,普通重型-機車;自用-小客車;乘客-人,2,25.034937,121.535944
臺北市大安區仁愛路3段 / 臺北市大安區新生南路1段,2020/2/11 上午 06:13:00,大安區,普通重型-機車,1,25.03793,121.532937
臺北市大安區仁愛路3段 / 臺北市大安區新生南路1段,2020/3/27 下午 10:05:00,大安區,行人-人;普通重型-機車,1,25.037962,121.532939
臺北市大安區仁愛路3段 / 臺北市大安區新生南路1段,2020/5/4 下午 02:51:00,大安區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.038324,121.532901
臺北市大安區仁愛路3段 / 臺北市大安區信義路3段,2020/6/11 上午 07:53:00,大安區,自用-小客車;普通重型-機車,1,25.033681,121.53593
臺北市大安區仁愛路3段 / 臺北市大安區信義路3段,2020/11/24 下午 06:24:00,大安區,自用-小客車;行人-人,1,25.03776,121.542011
臺北市大安區仁愛路3段 / 臺北市大安區信義路3段,2020/8/7 下午 05:40:00,大安區,普通重型-機車;普通重型-機車,1,25.037779,121.541958
臺北市大安區仁愛路3段 / 臺北市大安區信義路3段,2020/12/3 上午 08:45:00,大安區,計程車-小客車;普通輕型-機車;自用-小客車,1,25.037806,121.542004
臺北市大安區仁愛路3段 / 臺北市大安區信義路3段,2020/10/20 下午 06:15:00,大安區,自用-小客車;腳踏自行車-慢車,1,25.037806,121.542004
臺北市大安區仁愛路3段 / 臺北市大安區忠孝東路3段,2020/9/25 下午 08:50:00,大安區,自用-小客車;普通重型-機車,1,25.038366,121.541268
臺北市大安區仁愛路3段 / 臺北市大安區忠孝東路3段,2020/8/5 下午 07:01:00,大安區,自用-小客車;行人-人,1,25.040294,121.543044
臺北市大安區仁愛路3段 / 臺北市大安區忠孝東路3段,2020/8/24 下午 02:59:00,大安區,普通重型-機車;自用-小客車,1,25.04063,121.543049
臺北市大安區仁愛路3段111號前0.0公尺,2020/9/17 下午 05:31:00,大安區,普通重型-機車;租賃車-小客車;民營客運-大客車,1,25.038339,121.541753
臺北市大安區仁愛路3段121號前0.0公尺,2020/12/28 下午 10:00:00,大安區,普通重型-機車;自用-小客車,1,25.038202,121.541862
臺北市大安區仁愛路3段123巷9弄5-3號前0.0公尺,2020/8/6 下午 12:17:00,大安區,自用-小貨車(含客、貨兩用);其他車-其他車,1,25.039065,121.542385
臺北市大安區仁愛路3段123巷前0.0公尺,2020/4/22 下午 05:49:00,大安區,自用-小客車;普通輕型-機車,1,25.038182,121.541957
臺北市大安區仁愛路3段1號前0.0公尺,2020/2/8 上午 07:44:00,大安區,計程車-小客車;腳踏自行車-慢車,1,25.038498,121.532882
臺北市大安區仁愛路3段26號前0.0公尺,2020/11/21 上午 07:50:00,大安區,自用-小客車;普通重型-機車,1,25.037752,121.535904
臺北市大安區仁愛路3段27號前0.0公尺,2020/3/27 上午 07:46:00,大安區,自用-小客車;自用-小客車;普通重型-機車,1,25.038469,121.534357
臺北市大安區仁愛路3段36號前0.0公尺,2020/3/20 下午 07:30:00,大安區,民營客運-大客車;其他人-人,1,25.038075,121.536697
臺北市大安區仁愛路3段55號前0.0公尺,2020/9/20 下午 09:00:00,大安區,普通重型-機車;普通重型-機車,2,25.038389,121.541145
臺北市大安區仁愛路3段74號前0.0公尺,2020/3/6 下午 03:20:00,大安區,普通重型-機車;計程車-小客車,1,25.037543,121.5385
臺北市大安區仁愛路3段9號前0.0公尺,2020/9/17 上午 11:29:00,大安區,普通重型-機車;普通重型-機車,2,25.038322,121.533566
臺北市大安區仁愛路3段前0.0公尺,2020/9/11 上午 10:13:00,大安區,自用-小客車;自用-小客車,1,25.037975,121.541063
臺北市大安區仁愛路3段前0.0公尺,2020/10/21 下午 06:14:00,大安區,租賃車-小客車;自用-小客車;計程車-小客車;自用-小客車,2,25.038075,121.537284
臺北市大安區仁愛路3段前0.0公尺,2020/2/12 下午 05:30:00,大安區,自用-小客車;計程車-小客車;乘客-人;乘客-人,2,25.038081,121.534031
臺北市大安區仁愛路4段 / 臺北市大安區安和路1段,2020/12/21 下午 07:30:00,大安區,計程車-小客車;行人-人;行人-人,2,25.03314,121.553005
臺北市大安區仁愛路4段 / 臺北市大安區安和路1段,2020/3/18 上午 08:10:00,大安區,普通重型-機車;普通重型-機車,2,25.03625,121.552518
臺北市大安區仁愛路4段 / 臺北市大安區安和路1段,2020/1/23 下午 02:05:00,大安區,計程車-小客車;普通重型-機車,1,25.036257,121.552532
臺北市大安區仁愛路4段 / 臺北市大安區安和路1段,2020/3/16 下午 04:41:00,大安區,普通重型-機車,1,25.037991,121.551136
臺北市大安區仁愛路4段 / 臺北市大安區安和路1段,2020/3/13 下午 09:02:00,大安區,計程車-小客車;自用-小客車,1,25.038004,121.550976
臺北市大安區仁愛路4段 / 臺北市大安區安和路1段,2020/11/24 下午 02:05:00,大安區,計程車-小客車;普通重型-機車;乘客-人,2,25.038013,121.551538
臺北市大安區仁愛路4段 / 臺北市大安區安和路1段,2020/6/3 下午 06:35:00,大安區,計程車-小客車;普通重型-機車,1,25.038017,121.550985
臺北市大安區仁愛路4段 / 臺北市大安區大安路1段,2020/10/16 下午 06:51:00,大安區,普通重型-機車;普通重型-機車,2,25.037687,121.54602
臺北市大安區仁愛路4段 / 臺北市大安區大安路1段,2020/6/16 上午 09:40:00,大安區,自用-小客車;計程車-小客車;乘客-人,1,25.037736,121.546043
臺北市大安區仁愛路4段 / 臺北市大安區大安路1段,2020/6/8 下午 03:50:00,大安區,自用-小客車;普通重型-機車,1,25.037736,121.546043
臺北市大安區仁愛路4段 / 臺北市大安區大安路1段,2020/2/13 下午 06:14:00,大安區,普通重型-機車;普通重型-機車,2,25.037737,121.545982
臺北市大安區仁愛路4段 / 臺北市大安區大安路1段,2020/8/26 上午 09:29:00,大安區,普通重型-機車;自用-小客車,1,25.038569,121.546047
臺北市大安區仁愛路4段 / 臺北市大安區敦化南路1段,2020/12/14 上午 09:23:00,大安區,普通重型-機車;營業用-小貨車(含客、貨兩用),1,25.035456,121.549662
臺北市大安區仁愛路4段 / 臺北市大安區敦化南路1段,2020/3/28 下午 03:40:00,大安區,計程車-小客車;自用-小客車;乘客-人,3,25.037061,121.549067
臺北市大安區仁愛路4段 / 臺北市大安區敦化南路1段,2020/12/30 下午 02:24:00,大安區,普通重型-機車;計程車-小客車,1,25.037065,121.548523
臺北市大安區仁愛路4段 / 臺北市大安區敦化南路1段,2020/9/4 上午 08:49:00,大安區,普通重型-機車;普通重型-機車,1,25.037638,121.549658
臺北市大安區仁愛路4段 / 臺北市大安區敦化南路1段,2020/8/12 上午 08:53:00,大安區,計程車-小客車;普通重型-機車,1,25.037641,121.549687
臺北市大安區仁愛路4段 / 臺北市大安區敦化南路1段,2020/6/1 上午 07:22:00,大安區,普通重型-機車;腳踏自行車-慢車,2,25.037651,121.549786
臺北市大安區仁愛路4段 / 臺北市大安區敦化南路1段,2020/11/3 上午 09:15:00,大安區,計程車-小客車;普通重型-機車,1,25.037655,121.548156
臺北市大安區仁愛路4段 / 臺北市大安區敦化南路1段,2020/3/14 下午 04:17:00,大安區,計程車-小客車;普通重型-機車,1,25.037715,121.547998
臺北市大安區仁愛路4段 / 臺北市大安區敦化南路1段,2020/4/23 下午 08:22:00,大安區,租賃車-小客車;普通重型-機車,1,25.037728,121.548024
臺北市大安區仁愛路4段 / 臺北市大安區敦化南路1段,2020/11/15 下午 04:35:00,大安區,自用-小客車;普通重型-機車,1,25.03774,121.547966
臺北市大安區仁愛路4段 / 臺北市大安區敦化南路1段,2020/5/1 下午 05:37:00,大安區,自用-小客車;大型重型2(250-550C.C.)-機車,1,25.03775,121.547959
臺北市大安區仁愛路4段 / 臺北市大安區敦化南路1段,2020/12/8 下午 06:34:00,大安區,自用-小客車;普通重型-機車,1,25.037769,121.548039
臺北市大安區仁愛路4段 / 臺北市大安區敦化南路1段,2020/7/13 下午 07:47:00,大安區,普通重型-機車;計程車-小客車,1,25.037824,121.548014
臺北市大安區仁愛路4段 / 臺北市大安區敦化南路1段,2020/2/4 下午 11:01:00,大安區,普通重型-機車;計程車-小客車,1,25.037838,121.547952
臺北市大安區仁愛路4段 / 臺北市大安區敦化南路1段,2020/1/3 上午 11:49:00,大安區,計程車-小客車;普通重型-機車,1,25.03785,121.549685
臺北市大安區仁愛路4段 / 臺北市大安區敦化南路1段,2020/5/29 下午 05:55:00,大安區,自用-小客車;大型重型1(550C.C.以上)-機車,1,25.037906,121.549492
